_id,SENJSKIH USKOKA 2,051/344-423,Rijeka,CENTAR ZA ODGOJ I OBRAZOVANJE,Grad Rijeka,51000,Ivone  Sabaric Rubesa,051/344-145,"Osnovna skola, Posebna ustanova odgoja i obrazovanja, Srednja s",http://centar-odgojiobrazovanje-ri.skole.hr/,"tatjana.kovacic@skole.hr, ured@centar-odgojiobrazovanje-ri.skol",08-071-026,Primorsko-goranska zupanija
156,IVANA FILIPOVIĆA 2,051/214-457,Rijeka,EKONOMSKA ŠKOLA MIJE MIRKOVIĆA RIJEKA,Primorsko-goranska županija,51000,Nataša  Jokić Nastasić,"051/213-890, 214-457, 051/211-411",Srednja škola,https://esmm-ri.hr/,"esmm@esmm-ri.hr, ekmm@ss-ekonomska-mmirkovica-ri.skole.hr",08-071-505,Primorsko-goranska županija
157,Frana Kurelca 1,051/214-538,Rijeka,PRVA RIJEČKA HRVATSKA GIMNAZIJA,Primorsko-goranska županija,51000,Jane  Sclaunich,"051/339115, 051/339115, 051/ 215-596, 051/339-115",Srednja škola,www.prhg.hr,1.rihrgim@prhg.hr,08-071-506,Primorsko-goranska županija
158,VUKOVARSKA 58,"",Rijeka,PRIRODOSLOVNA I GRAFIČKA ŠKOLA RIJEKA,Primorsko-goranska županija,51000,Radenko  Bradić,"051/675 740, 051/675 740, 051/675 738, 051/675 732, 099/6041510, 099/2680668",Srednja škola,www.pgsri.hr,"ured@ss-prirodoslovna-graficka-ri.skole.hr, pgsri@hi.t-com.hr",08-071-507,Primorsko-goranska županija
159,PODHUMSKIH ŽRTAVA 4,051/371-075,Rijeka,Građevinska tehnička škola,Primorsko-goranska županija,51000,Boris  Petrović,"051/373-031, 051/561-090, 051/372-005, 051/561-091, 051/372-020",Srednja škola,http://www.ss-gradjevinska-tehnicka-ri.skole.hr/,"gts@ss-gradjevinska-tehnicka-ri.skole.hr, gts@ss-gradjevinska-tehnicka-ri.skole.hr",08-071-508,Primorsko-goranska županija
160,GAJEVA 1,"",Rijeka,PRVA SUŠAČKA HRVATSKA GIMNAZIJA U RIJECI,Primorsko-goranska županija,51000,Dina  Linić - Učur,"051/217-724, 051/217-770",Srednja škola,http://www.pshg.net/,pshg@gimnazija-prva-susacka-ri.skole.hr,08-071-509,Primorsko-goranska županija
161,FRANA KURELCA 1,"051/338-195,213-747",Rijeka,GIMNAZIJA ANDRIJE MOHOROVIČIĆA RIJEKA,Primorsko-goranska županija,51000,Henry  Ponte,"051/338-195, 051/338-195,214-539",Srednja škola,www.gam.hr,"gim.moho@ri.t-com.hr, ured@gam.hr, ured@gimnazija-amohorovicica-ri.skole.hr",08-071-511,Primorsko-goranska županija
162,Jože Vlahovića 10,"",Rijeka,Drvodjeljska i strojarska škola Rijeka,Primorsko-goranska županija,51000,Alen  Panić,"051/675-834, 051/675-834",Srednja škola,https://sbs-ioz.hr/,"racunov@ss-drvodjeljskaistrojarska-ri.skole.hr, tajnistvo@ss-drvodjeljskaistrojarska-ri.skole.hr 	",08-071-512,Primorsko-goranska županija
163,VUKOVARSKA 58,"",Rijeka,"Tehnička škola, Rijeka",Primorsko-goranska županija,51000,Igor  Majkić,051/675-746,Srednja škola,http://www.ss-tehnicka-ri.skole.hr/,ts@ss-tehnicka-ri.skole.hr,08-071-513,Primorsko-goranska županija
164,Zvonimirova 12,"",Rijeka,Elektroindustrijska i obrtnička škola Rijeka,Primorsko-goranska županija,51000,Boris  Caput,"051/678-931, 051 678 935, 051/678-930;    678-936;   678-938",Srednja škola,www.eios.hr,"eios@eios.hr, eios@ss-elektroindustrijska-obrtnicka-ri.skole.hr",08-071-514,Primorsko-goranska županija
165,PODHUMSKIH ŽRTAVA 4,051/372-032,Rijeka,GRADITELJSKA ŠKOLA ZA INDUSTRIJU I OBRT,Primorsko-goranska županija,51000,Damir  Milišić,"051/372-011, 051/372-032, 051/372-032, 051/371-061, 051/371-626",Srednja škola,www.ss-graditeljska-industrijaiobrt-ri.skole.hr,ured@ss-graditeljska-industrijaiobrt-ri.skole.hr,08-071-515,Primorsko-goranska županija
166,Braće Branchetta 11a,051/563-817,Rijeka,MEDICINSKA ŠKOLA U RIJECI,Primorsko-goranska županija,51000,Alen  Vukelić,"051/217-596, 051/217-712               091/165 1762, 051/217-022",Srednja škola,http://www.ss-medicinska-ri.skole.hr,med-skola-rijeka@ri.t-com.hr  alen.vukelic1@skole.hr,08-071-516,Primorsko-goranska županija
167,JOŽE VLAHOVIĆA 10,"",Rijeka,PROMETNA ŠKOLA,Primorsko-goranska županija,51000,,"095 316 2708, 095 318 0234",Srednja škola,https://prometna-skola-rijeka.hr/,"ravnateljica.prometna@gmail.com, tajnistvo.prometna@gmail.com, racunovodstvo.prometna@gmail.com, prometna.ri@gmail.com, ured@ss-prometna-ri.skole.hr",08-071-517,Primorsko-goranska županija
168,VUKOVARSKA 62,051/672-204,Rijeka,SALEZIJANSKA KLASIČNA GIMNAZIJA - s pravom javnosti,Hrvatska salezijanska provincija,51000,Danijel  Dragičević,"051/672-986, 051-563-650",Srednja škola,www.gimnazija-klasicna-salezijanska-ri.skole.hr,"skg.rijeka@gmail.com, marijana.basic1@skole.hr",08-071-522,Primorsko-goranska županija
169,ŠETALIŠTE XIII. DIVIZIJE 75,051/400-273,Rijeka,Škola za primijenjenu umjetnost u Rijeci,Primorsko-goranska županija,51000,Damir  Šegota,"051/431-545,  423-943, 051/400-272","Srednja škola, Umjetnička škola","","spur.rijeka@gmail.com, ured@ss-primijenjenaumjetnost-ri.skole.hr",08-071-524,Primorsko-goranska županija
170,Dolac 1,051/436-502,Rijeka,SREDNJA ŠKOLA ANDRIJE LJUDEVITA ADAMIĆA,Denis Khermayer,51000,Denis  Khermayer,051/436-502,Srednja škola,www.ss-adamic.com,skola@ss-adamic.com,08-071-528,Primorsko-goranska županija
171,ŠKOLSKA 2A,051/877-523,Moravice,Željeznička tehnička škola Moravice,Primorsko-goranska županija,51325,Borivoj  Dokmanović,"051/877-118, 051/877-118, 051877138",Srednja škola,http://www.zts-moravice.hr,"zts.racunovodstvo@gmail.com, zts.tajnik@gmail.com, zts.ravnatelj@gmail.com, zts@zts-moravice.hr",08-095-501,Primorsko-goranska županija
172,NAUTIČKA 14,"",Bakar,POMORSKA ŠKOLA,Primorsko-goranska županija,51222,Igor  Kegalj,051/761-211,Srednja škola,www.pomorskabakar.hr,"info@ss-pomorska-bakar.skole.hr, upisi@ss-pomorska-bakar.skole.hr",08-275-501,Primorsko-goranska županija
173,OMLADINSKA 12,051/231-821,Mali Lošinj,SREDNJA ŠKOLA AMBROZA HARAČIĆA,Primorsko-goranska županija,51550,Jelena  Bralić,"051/231-101, 051/231-821, 051/233-387, 051/232-049",Srednja škola,"",tajnistvo@ss-aharacica-malilosinj.skole.hr,08-292-501,Primorsko-goranska županija
174,BUDAČKA 24,053/572-083,Gospić,STRUKOVNA ŠKOLA GOSPIĆ,Ličko-senjska županija,53000,Barbara  Tomljenović Jurković,"053/572-083, 053/573-287, 053/572-677, 573-236",Srednja škola,"",ured@ss-strukovna-gospic.skole.hr,09-026-503,Ličko-senjska županija
175,BUDAČKA 24,053-573-288,Gospić,GIMNAZIJA GOSPIĆ,Ličko-senjska županija,53000,Josip  Štampar,(053) 560-232,Srednja škola,www.gimnazija-gospic.skole.hr,ured@gimnazija-gospic.skole.hr,09-026-504,Ličko-senjska županija
176,ĆIRILA I METODA 2,053/771-133,Otočac,SREDNJA ŠKOLA OTOČAC,Ličko-senjska županija,53220,Adela  Rukavina,"053/771-133, 053/771-134, 053/773-315, 053/771-209, 053/617-727, 053-746-056, 053-746-055, 053-617-711, 053-771-335",Srednja škola,"",ured@ss-otocac.skole.hr,09-061-501,Ličko-senjska županija
177,VJENCESLAVA NOVAKA 2,053/881-680,Senj,SREDNJA ŠKOLA PAVLA RITTERA VITEZOVIĆA U SENJU,Ličko-senjska županija,53270,Danijela  Vukelić,"053/881-011, 053/881-680",Srednja škola,http://ss-prvitezovica-senj.skole.hr/,"srednja.skola.p.r.vitezovica@gs.t-com.hr, ured@ss-prvitezovica-senj.skole.hr",09-074-501,Ličko-senjska županija
178,Zagrebačka 2,018000599,Korenica,Srednja škola Plitvička jezera,Ličko-senjska županija,53230,Željka  Brozović,"018000599, 018000599, 018000599",Srednja škola,www.ss-plitvickajezera.hr,"ucenickidom@ss-plitvickajezera.skole.hr, josipa.pavlovic8@skole.hr, admin@ss-plitvickajezera.skole.hr, ured@ss-plitvickajezera.skole.hr",09-455-501,Ličko-senjska županija
179,Trg Tina Ujevića 1,033/400-248,Orahovica,"SREDNJA ŠKOLA ""STJEPAN IVŠIĆ""",Virovitičko-podravska županija,33515,Davor  Jeger,"033/673-482, 033/400-249, 033/400-248",Srednja škola,http://ss-sivsic-orahovica.skole.hr/,ravnatelj@ss-sivsic-orahovica.skole.hr,10-059-501,Virovitičko-podravska županija
180,TRG BANA J. JELAČIĆA 16,"",Virovitica,GIMNAZIJA PETRA PRERADOVIĆA VIROVITICA,Virovitičko-podravska županija,33000,Kristijan  Gostimir,"033/722-711, 033/722-711",Srednja škola,www.gimnazija-ppreradovica-vt.skole.hr,"gimnazija-petar-preradovic1@vt.t-com.hr, ured@gimnazija-ppreradovica-vt.skole.hr",10-089-501,Virovitičko-podravska županija
181,ZBORA NARODNE GARDE 29,033/725-274,Virovitica,TEHNIČKA ŠKOLA VIROVITICA,Virovitičko-podravska županija,33000,Dino  Davidović,"033/800-957, 033/725-777",Srednja škola,"",ured@ss-tehnicka-vt.skole.hr,10-089-502,Virovitičko-podravska županija
182,Zbora narodne garde 29,033/721-283,Virovitica,INDUSTRIJSKO-OBRTNIČKA ŠKOLA VIROVITICA,Virovitičko-podravska županija,33000,Goran  Horvat,"033/800-233, 033/722-791, 033/800-234, 033/722-792",Srednja škola,www.ss-industrijskoobrtnicka-vt.skole.hr,"ios.ravnatelj@ss-industrijskoobrtnicka-vt.skole.hr, ios.vtc@ss-industrijskoobrtnicka-vt.skole.hr",10-089-503,Virovitičko-podravska županija
183,Vukovarska cesta 1,"",Virovitica,STRUKOVNA ŠKOLA VIROVITICA,Virovitičko-podravska županija,33000,Pavica  Biondić-Ivanković,"033/722-939, 033/800-919",Srednja škola,www.ssv.hr,"info@ssv.hr, ured@ss-strukovna-vt.skole.hr",10-089-504,Virovitičko-podravska županija
184,Dravska 41,033/801-434,Pitomača,Srednja Škola Stjepana Sulimanca,Virovitičko-podravska županija,33405,Marko  Marić,"033/782-442, 033/801-571, 09 11 77 55 00, 09 11 77 55 01, 09 11 77 55 02, 09 11 77 55 03",Srednja škola,http://www.ss-stjepana-sulimanca.skole.hr,"ravnatelj@ss-stjepana-sulimanca.skole.hr, tajnistvo@ss-stjepana-sulimanca.skole.hr, racunovodstvo@ss-stjepana-sulimanca.skole.hr, psiholog@ss-stjepana-sulimanca.skole.hr, ured@ss-stjepana-sulimanca.skole.hr",10-317-501,Virovitičko-podravska županija
185,Bolnička 59,034/440-008,Pakrac,Srednja škola Pakrac,Požeško-slavonska županija,34550,Dario  Čilić,"034/411-046, 034/440-001, 034/440-003",Srednja škola,http://www.sspakrac.hr,"ravnatelj@ss-pakrac.skole.hr, vsmjene@ss-pakrac.skole.hr",11-064-501,Požeško-slavonska županija
186,Dr.Franje Tuđmana 4/a,"",Požega,Gimnazija,Požeško-slavonska županija,34000,Anita  Katić,"034/316-751, 034/316-750, 034/316-750",Srednja škola,www.gimpoz.hr,"tajnistvo@gimpoz.hr, ravnatelj@gimpoz.hr, tajnistvo@gimpoz.hr",11-077-501,Požeško-slavonska županija
187,OSJEČKA 33,"034/273-717, 271-293",Požega,"Ekonomska škola, Požega",Požeško-slavonska županija,34000,Marinka  Parac,"034/273-717, 034/271-293",Srednja škola,http://ekonomska-pozega.hr/,ured@ss-ekonomska-pozega.skole.hr,11-077-502,Požeško-slavonska županija
188,RATARNIČKA  3,034/271-754,Požega,POLJOPRIVREDNO-PREHRAMBENA ŠKOLA,Požeško-slavonska županija,34000,Marija  Mršo Rajić,"034/274-324, 034/274-324",Srednja škola,ss-poljoprivrednoprehrambena-pozega.skole.hr,ured@ss-poljoprivrednoprehrambena-pozega.skole.hr,11-077-503,Požeško-slavonska županija
189,RATARNIČKA 1,034/273-207,Požega,TEHNIČKA ŠKOLA,Požeško-slavonska županija,34000,Zoran  Galić,"034/271-379, 034/273-207",Srednja škola,"","tehnicka-skola-pozega@po.t-com.hr, ured@ss-tehnicka-pozega.skole.hr",11-077-504,Požeško-slavonska županija
190,OSJEČKA 33,"034/273-992, 034/271-140",Požega,OBRTNIČKA ŠKOLA,Požeško-slavonska županija,34000,Iva  Šnajder,"034/273-292, 272-992, 034/271-140",Srednja škola,http://www.obrtnicka-skola-pozega.hr/,"obrtnicka.skola@po.t-com.hr, ured@ss-obrtnicka-pozega.skole.hr",11-077-505,Požeško-slavonska županija
191,TRG KRALJA TOMISLAVA 9,"",Nova Gradiška,GIMNAZIJA NOVA GRADIŠKA,Brodsko-posavska županija,35400,Ljiljana  Ptačnik,035/361-427,Srednja škola,"",ured@gimnazija-nova-gradiska.skole.hr,12-051-501,Brodsko-posavska županija
192,Ljudevita  Gaja  22,035/362-696,Nova Gradiška,INDUSTRIJSKO OBRTNIČKA ŠKOLA,Brodsko-posavska županija,35400,Mirela  Brlić -Trnka,"035/362-696, 035/362-695, 035/362-777",Srednja škola,www.iosng.hr,skola@iosng.hr,12-051-502,Brodsko-posavska županija
193,LJudevita Gaja 24,035/362-145,Nova Gradiška,Elektrotehnička i Ekonomska škola,Brodsko-posavska županija,35400,Sanja  Müller-Zoričić,"035/362-145, 035/362-145, 035/362-575",Srednja škola,www.ees.hr,etes@ss-elektrotehnickaiekonomska-ngradiska.skole.hr,12-051-503,Brodsko-posavska županija
194,IVANA CANKARA 76,035/402-981,Slavonski Brod,SREDNJA ŠKOLA MATIJE ANTUNA RELJKOVIĆA SLAVONSKI BROD,Brodsko-posavska županija,35000,Marija  Tomić,"035/255-697, 035/255-697, 035/415-386, 035/416-137",Srednja škola,http://www.ssmar.hr/,"srednja-skola-mar@sb.t-com.hr, ured@ss-mareljkovica-sb.skole.hr",12-078-501,Brodsko-posavska županija
195,NAZOROVA 9,035/407-420,Slavonski Brod,OBRTNIČKO-TEHNIČKA ŠKOLA,Brodsko-posavska županija,35000,Anita  Holub,"035/447-326, 035/447-326, 035/407-421, 035/442-328",Srednja škola,"",ured@ss-obrtnicko-tehnicka-sb.skole.hr,12-078-502,Brodsko-posavska županija
196,SLAVONIJA I br. 8,035/402-880,Slavonski Brod,GIMNAZIJA MATIJA MESIĆ,Brodsko-posavska županija,35000,Lucija  Brnić,"035/ 446-251, 035/408-410",Srednja škola,http://www.gimnazija-mmesic-sb.skole.hr,gmm@gimnazija-mmesic-sb.skole.hr,12-078-503,Brodsko-posavska županija
197,Eugena Kumičića 55,035/410-544,Slavonski Brod,INDUSTRIJSKO-OBRTNIČKA ŠKOLA,Brodsko-posavska županija,35000,Luka  Mladinović,"035/410-542, 035/410-542, 035/402-560, 035/402-561, 035/492-670, 035/492-673, 035/492-671, 035/492-672, 035/493-471, 035/492-674, 035/492-675, 035/492-676, 035/492-677, 035/408-960",Srednja škola,"",industrijskoobrtnickaskola@optinet.hr,12-078-504,Brodsko-posavska županija
198,EUGENA KUMIČIĆA 55,035/446-160,Slavonski Brod,"TEHNIČKA ŠKOLA, SLAVONSKI BROD",Brodsko-posavska županija,35000,Vikica  Lukić,"035/411-478, 035/492-067, 035/492-062, 035/492-063, 035/492-061, 035/492-064",Srednja škola,http://tssb.hr/,"tssb@tssb.hr, tehnicka_skola_sb@optinet.hr, ured@ss-tehnicka-slavonski-brod.skole.hr",12-078-505,Brodsko-posavska županija
199,Naselje Andrija Hebrang 13/1,035/442-326,Slavonski Brod,EKONOMSKO-BIROTEHNIČKA ŠKOLA,Brodsko-posavska županija,35000,Mato  Čaklovac,"035/443-175, 035/443-175, 035/442-326",Srednja škola,"",skola@ss-ekonomsko-birotehnicka-sb.skole.hr,12-078-506,Brodsko-posavska županija
200,VATROSLAVA JAGIĆA 3A,"",Slavonski Brod,SREDNJA MEDICINSKA ŠKOLA,Brodsko-posavska županija,35000,Jelena  Jelinić-Bošnjak,"035/442-492, 035/411-402, 035/400-060",Srednja škola,"","jelena.jelinic-bosnjak@skole.hr, sms@ss-medicinska-sb.skole.hr",12-078-507,Brodsko-posavska županija
201,Vukovarska 1/a,"",Slavonski Brod,Klasična gimnazija fra Marijana Lanosovića s pravom javnosti,Hrvatska franjevačka provincija Sv. Ćirila i Metoda,35000,Ivan  Crnković,"035/443-821, 035/409-422, 035/415-152, 035/440069, 035/440-069",Srednja škola,http://gimnazija-framarijanalanosovica.hr,"pedagog@gimnazija-framarijanalanosovica.hr, ravnatelj@gimnazija-framarijanalanosovica.hr",12-078-508,Brodsko-posavska županija
202,ANTUNA MIHANOVIĆA 19,023/681-606,Benkovac,"SREDNJA ŠKOLA KNEZA BRANIMIRA, BENKOVAC",Zadarska županija,23420,Maja  Brkljača,"023/681-606, 023/681-402, 0916223345",Srednja škola,www.ssknezbranimir.hr,"ured@ssknezbranimir.hr, admin@ss-knezabranimira-benkovac.skole.hr",13-002-501,Zadarska županija
203,Augusta Šenoe 29,023/386-760,Biograd na Moru,SREDNJA ŠKOLA BIOGRAD NA MORU,Zadarska županija,23210,,"023/383-278, 023/385-114",Srednja škola,http://www.ss-biogradnamoru.skole.hr/,ssbnm@ss-biogradnamoru.skole.hr,13-003-501,Zadarska županija
204,ŠKOLSKA ULICA 8,023/773-870,Gračac,SREDNJA ŠKOLA GRAČAC,Zadarska županija,23440,Ivana  Jelinčić Lasić,"023/773-870, 023/775 035",Srednja škola,http://www.ss-gracac.skole.hr/,ss-gracac@ss-gracac.skole.hr,13-027-527,Zadarska županija
205,Obala hrvatskog časnika Senada Župana 17,023/689-058,Obrovac,SREDNJA ŠKOLA OBROVAC,Zadarska županija,23450,Jurica  Ćurko,"023/689-058, 023/689-406, 023/689-515",Srednja škola,"",ured@ss-obrovac.skole.hr,13-055-501,Zadarska županija
206,ANTE STARČEVIĆA 9,023/600-270,Pag,SREDNJA ŠKOLA BARTULA KAŠIĆA,Zadarska županija,23250,Marija  Pećirko,"023/611-720, 023/611-720",Srednja škola,http://www.ss-bkasica-pag.skole.hr,ured@ss-bkasica-pag.skole.hr,13-063-501,Zadarska županija
207,OBALA KNEZA TRPIMIRA 26,023/331-015,Zadar,GIMNAZIJA FRANJE PETRIĆA ZADAR,Zadarska županija,23000,Blanka  Pedišić,"023/331-015, 023 335215",Srednja škola,http://www.zd-mioc.hr,ured@gimnazija-fpetrica-zd.skole.hr,13-107-501,Zadarska županija
208,Perivoj Vladimira Nazora 3/II,023/315-311,Zadar,GIMNAZIJA VLADIMIRA NAZORA,Zadarska županija,23000,Sandra  Šango,"023/315-311, 023/317-064",Srednja škola,http://gimnazija-vnazora-zd.skole.hr/,"gimnazija-vn@zd.t-com.hr, ured@gimnazija-vnazora-zd.skole.hr",13-107-502,Zadarska županija
209,Perivoj Vladimira Nazora  br. 3,023/301-774,Zadar,Gimnazija Jurja Barakovića,Zadarska županija,23000,Jelena  Marasović Štefančić,"023/317-051, 023/300-125, 023/300-129, 023/300-130",Srednja škola,"",gjb@gjb.hr,13-107-503,Zadarska županija
210,Jerolima Vidulića 2,023/253-810,Zadar,KLASIČNA GIMNAZIJA IVANA PAVLA II. S PRAVOM JAVNOSTI,Zadarska nadbiskupija,23000,Ante  Dražina,"023/253-800, 023/253-801, 023/253-802",Srednja škola,http://www.gimnazija-ivanapavla.hr,"klasicna@zd.t-com.hr, ured@gimnazija-klasicna-ivanpavaodrugi-zd.skole.hr",13-107-504,Zadarska županija
211,ANTE KUZMANIĆA 1,023/316-510,Zadar,POMORSKA ŠKOLA ZADAR,Zadarska županija,23000,Marin  Perinić,023/315-600,Srednja škola,www.pomskzd.hr,"skola@pomskzd.hr, pomorskazd@ss-pomorska-zd.skole.hr",13-107-506,Zadarska županija
212,Dr. Franje Tuđmana 24 G,023/318-797,Zadar,MEDICINSKA ŠKOLA ANTE KUZMANIĆA-ZADAR,Zadarska županija,23000,Anita  Basioli,"023/213-750, 023 214 860",Srednja škola,http://www.medskolazd.hr,ured@ss-medicinska-akuzmanic-zd.skole.hr,13-107-509,Zadarska županija
213,IVANA MAŽURANIĆA 32,023/236-228,Zadar,OBRTNIČKA ŠKOLA GOJKA MATULINE ZADAR,Zadarska županija,23000,Silvana  Ujdur Bilan,"023/236-319, 023/236-228",Srednja škola,"","obrtskolgm-zd@obrtskolgm.hr, ured@ss-gojkamatuline-zd.skole.hr",13-107-511,Zadarska županija
214,Nikole Tesle 9 C,023/239-494,Zadar,TEHNIČKA ŠKOLA,Zadarska županija,23000,Denis  Prusac,"023/239-480, 023/239-481, 023/239-482, 239-483, 239-484, 239-490",Srednja škola,http://ss-tehnicka-zd.skole.hr/,ured@ss-tehnicka-zd.skole.hr,13-107-512,Zadarska županija
215,NIKOLE TESLE 9C,023/239-472,Zadar,Strukovna škola Vice Vlatkovića,Zadarska županija,23000,Tihomir  Tomčić,"023/239-460; 095/8083900, 023/239-461;099/2207646, 023/239-462, 239-463, 239-475",Srednja škola,www.ssvv.hr,ured.ss-strukovna-vvlatkovica-zd@skole.hr,13-107-513,Zadarska županija
216,PERIVOJ VLADIMIRA NAZORA 3,"",Zadar,Prirodoslovno - grafička škola,Zadarska županija,23000,Anamarija  Ivković,"023/213-746, 023/224 028, 023/627 626",Srednja škola,"",ured@pgszd.hr,13-107-514,Zadarska županija
217,Dr.F.Tuđmana 24/H,023/316-044,Zadar,"Poljoprivredna, prehrambena i veterinarska škola Stanka Ožanića",Zadarska županija,23000,Jelena  Gulan,"023/315-668, 023/316-044",Srednja škola,"","skola@ppvs-ozanic.hr, ppvs-ozanic@skole.hr",13-107-515,Zadarska županija
218,PERIVOJ VLADIMIRA NAZORA 3/III,"",Zadar,ŠKOLA PRIMIJENJENE UMJETNOSTI I DIZAJNA,Zadarska županija,23000,Marjana  Bakmaz,023/212-228,"Srednja škola, Umjetnička škola","",spud.zd@skole.hr,13-107-516,Zadarska županija
219,ANTUNA GUSTAVA MATOŠA 40,"023/331-221, 331-022",Zadar,EKONOMSKO-BIROTEHNIČKA I TRGOVAČKA ŠKOLA,Zadarska županija,23000,Zdenka  Sršen-Juričević,"023/331-022, 023/337-420, 023/337-426",Srednja škola,www.ebt-zadar.hr,ekonomska@ebt-zadar.hr,13-107-518,Zadarska županija
220,ANTUNA GUSTAVA MATOŠA 40,"",Zadar,HOTELIJERSKO-TURISTIČKA I UGOSTITELJSKA ŠKOLA,Zadarska županija,23000,Diana  Radić Škara,"023/335-295, 023/331-918, 023/333-173",Srednja škola,www.htus.hr,"htus@htus.htnet.hr, htus.zadar@skole.hr",13-107-519,Zadarska županija
221,ŠKOLSKA 3,031/701-454,Beli Manastir,GIMNAZIJA BELI MANASTIR,Osječko-baranjska županija,31300,Suzana  Periša,"031/703-380, 031/701-828, 031/705 050",Srednja škola,"",ured@gimnazija-beli-manastir.skole.hr,14-001-501,Osječko-baranjska županija
222,ŠKOLSKA 3,031/702-655,Beli Manastir,PRVA SREDNJA ŠKOLA BELI MANASTIR,Osječko-baranjska županija,31300,Marko  Ilijašev,"031/700-032, 099 2345600",Srednja škola,"","ravnatelj@ss-prva-bm.skole.hr, ured@ss-prva-bm.skole.hr",14-001-502,Osječko-baranjska županija
223,ŠKOLSKA 3,"031 705 206, 031 705 207",Beli Manastir,DRUGA SREDNJA ŠKOLA BELI MANASTIR,Osječko-baranjska županija,31300,Blaženka  Kalčić,"031 658 021, 031 703 306, 031 705 207, 031/700-277",Srednja škola,ss-druga-bm.skole.hr,tajnistvo@ss-druga-bm.skole.hr,14-001-503,Osječko-baranjska županija
224,Vukovarska 84,031/631-049,Donji Miholjac,Srednja škola Donji Miholjac,Osječko-baranjska županija,31540,Nenad  Perić,"031/631-049, 031/630-970, 031/631-983, 031/633-156",Srednja škola,http://ss-donji-miholjac.skole.hr/,ured@ss-donji-miholjac.skole.hr,14-016-501,Osječko-baranjska županija
225,VIJENAC KARDINALA ALOJZIJA STEPINCA 11,031-822-292,Đakovo,EKONOMSKA ŠKOLA BRAĆA RADIĆ,Osječko-baranjska županija,31400,Željko  Bionda,"031/811-358;  496-740, 031/811-345, 031/496-742, 031/496-741, 031/496-743, 031 496 744",Srednja škola,http://ss-ekonomska-bracaradic-dj.skole.hr/,ured@ss-ekonomska-bracaradic-dj.skole.hr,14-022-501,Osječko-baranjska županija
226,Vijenac k. A. Stepinca 11,031/814-060,Đakovo,GIMNAZIJA A.G.MATOŠA,Osječko-baranjska županija,31400,Zlatko  Mrkić,"031/814-060, 031/814-060, 031/813-581",Srednja škola,"",ured@gimnazija-agmatosa-dj.skole.hr,14-022-502,Osječko-baranjska županija
227,VIJENAC KARDINALA ALOJZIJA STEPINCA 11,031/496-739,Đakovo,SREDNJA STRUKOVNA ŠKOLA ANTUNA HORVATA,Osječko-baranjska županija,31400,Mirko  Ćurić,"031/812-317, 031/812-317, 031/796-730,496-731, 496-732,496-733",Srednja škola,"",ured-503@ss-strukovna-ahorvata-dj.skole.hr,14-022-503,Osječko-baranjska županija
228,AUGUSTA CESARCA 20,031/613-473,Našice,Srednja škola Isidora Kršnjavoga Našice,Osječko-baranjska županija,31500,Željko  Filjak,"031/611-367, 031/613-202, 031/613-202, 031/613-544, 031-613-473",Srednja škola,http://ss-ikrsnjavoga-nasice.skole.hr/,ured@ss-ikrsnjavoga-nasice.skole.hr,14-050-501,Osječko-baranjska županija
229,ISTARSKA 3,"",Osijek,Elektrotehnička i prometna škola Osijek,Osječko-baranjska županija,31000,Antun  Kovačić,"031/208-400, 031/494-142, 031/494-140",Srednja škola,www.elpros.net,"antun.kovacic@skole.hr, tajnica@elpros.t-com.hr, upisi2023@elpros.net, ured@ss-elektrotehnicka-prometna-os.skole.hr",14-060-501,Osječko-baranjska županija
230,Istarska 3,"031/210-505, 031/494-611",Osijek,Strojarska tehnička škola Osijek,Osječko-baranjska županija,31000,Ivan  Adrić,"031/494-600, 031/494-605, 031/494-601, 031/494-602",Srednja škola,www.ss-strojarska-tehnicka-os.skole.hr,ured@ss-strojarska-tehnicka-os.skole.hr,14-060-502,Osječko-baranjska županija
231,ŽUPANIJSKA 4,031/200-698,Osijek,I. Gimnazija Osijek,Osječko-baranjska županija,31000,Ivan  Čelebić,"031/200-699, 031/200-698",Srednja škola,http://www.gimnazija-prva-os.skole.hr/,ured@gimnazija-prva-os.skole.hr,14-060-503,Osječko-baranjska županija
232,KAMILA FIRINGERA 5,031/207-156,Osijek,II. gimnazija Osijek,Osječko-baranjska županija,31000,Nives  Merčep,"031/207-157, 031/207-157, 031/207-157",Srednja škola,www.gimnazija-druga-os.skole.hr,ured@gimnazija-druga-os.skole.hr,14-060-504,Osječko-baranjska županija
233,KAMILA FIRINGERA 14,"",Osijek,III. Gimnazija Osijek,Osječko-baranjska županija,31000,Dražen  Jakopović,"031/207-101, 031/215-588",Srednja škola,http://www.gimnazija-treca-os.skole.hr/,"gimba.ravnatelj@gmail.com, ured@gimnazija-treca-os.skole.hr",14-060-505,Osječko-baranjska županija
234,VUKOVARSKA 209,031/540-215,Osijek,Medicinska škola Osijek,Osječko-baranjska županija,31000,Sanja  Dravinski,"031/540-200, 031/540-215, 031/540-214, 031/540-211,540-212, 540-217, 540-218",Srednja škola,http://ss-medicinska-os.skole.hr/,ured@ss-medicinska-os.skole.hr,14-060-506,Osječko-baranjska županija
